,Name,Total Pop,White Pop,Black Pop,Household Type,Computer,State,County,Tract,Block Group
627,"Block Group 3, Census Tract 209, Franklin County, Virginia",1930,187,1700,758,1627,51,067,020900,3
628,"Block Group 2, Census Tract 209, Franklin County, Virginia",2923,453,2410,1132,2690,51,067,020900,2
629,"Block Group 1, Census Tract 9505, King and Queen County, Virginia",1588,211,1279,541,1372,51,097,950500,1
630,"Block Group 3, Census Tract 9505, King and Queen County, Virginia",408,71,273,184,381,51,097,950500,3
631,"Block Group 2, Census Tract 9505, King and Queen County, Virginia",782,100,682,370,708,51,097,950500,2
632,"Block Group 2, Census Tract 9014.03, Prince William County, Virginia",3032,667,1770,1010,2857,51,153,901403,2
633,"Block Group 1, Census Tract 9014.03, Prince William County, Virginia",2481,188,1632,771,2146,51,153,901403,1
634,"Block Group 2, Census Tract 9017.02, Prince William County, Virginia",1447,24,857,330,1274,51,153,901702,2
635,"Block Group 1, Census Tract 9010.01, Prince William County, Virginia",1161,120,962,350,941,51,153,901001,1
636,"Block Group 2, Census Tract 9010.01, Prince William County, Virginia",1576,696,612,634,1478,51,153,901001,2
637,"Block Group 3, Census Tract 9016.02, Prince William County, Virginia",2237,316,1524,560,2218,51,153,901602,3
638,"Block Group 4, Census Tract 9016.02, Prince William County, Virginia",1004,124,574,317,1004,51,153,901602,4
639,"Block Group 2, Census Tract 9016.02, Prince William County, Virginia",1970,161,1378,557,1970,51,153,901602,2
640,"Block Group 3, Census Tract 9017.01, Prince William County, Virginia",1817,49,1047,427,1792,51,153,901701,3
641,"Block Group 2, Census Tract 9017.01, Prince William County, Virginia",3247,145,1887,861,2996,51,153,901701,2
642,"Block Group 1, Census Tract 4910, Fairfax County, Virginia",1831,142,1388,575,1819,51,059,491000,1
643,"Block Group 2, Census Tract 4705, Fairfax County, Virginia",2069,13,1443,721,2026,51,059,470500,2
644,"Block Group 4, Census Tract 5.02, Charlottesville city, Virginia",1042,245,648,342,1042,51,540,000502,4
645,"Block Group 1, Census Tract 5.02, Charlottesville city, Virginia",2041,571,1453,739,1988,51,540,000502,1
646,"Block Group 2, Census Tract 2001, Southampton County, Virginia",1395,95,1163,532,1321,51,175,200100,2
647,"Block Group 2, Census Tract 108, Albemarle County, Virginia",873,150,657,432,841,51,003,010800,2
648,"Block Group 3, Census Tract 108, Albemarle County, Virginia",1692,351,1029,707,1665,51,003,010800,3
649,"Block Group 1, Census Tract 108, Albemarle County, Virginia",990,104,816,361,951,51,003,010800,1
650,"Block Group 2, Census Tract 109.01, Albemarle County, Virginia",804,36,358,92,217,51,003,010901,2
651,"Block Group 2, Census Tract 111, Albemarle County, Virginia",3053,98,2870,1107,2975,51,003,011100,2
652,"Block Group 5, Census Tract 111, Albemarle County, Virginia",479,0,460,195,440,51,003,011100,5
653,"Block Group 4, Census Tract 111, Albemarle County, Virginia",2707,56,2444,1191,2576,51,003,011100,4
654,"Block Group 2, Census Tract 458.03, Virginia Beach city, Virginia",1531,112,1381,597,1513,51,810,045803,2
655,"Block Group 1, Census Tract 458.03, Virginia Beach city, Virginia",1664,482,831,768,1648,51,810,045803,1
656,"Block Group 1, Census Tract 458.01, Virginia Beach city, Virginia",2249,287,1765,766,1977,51,810,045801,1
657,"Block Group 2, Census Tract 458.01, Virginia Beach city, Virginia",1166,185,803,406,1058,51,810,045801,2
658,"Block Group 3, Census Tract 460.09, Virginia Beach city, Virginia",779,79,639,359,754,51,810,046009,3
659,"Block Group 2, Census Tract 462.04, Virginia Beach city, Virginia",2751,473,1959,1057,2692,51,810,046204,2
660,"Block Group 3, Census Tract 440.01, Virginia Beach city, Virginia",859,69,759,509,809,51,810,044001,3
661,"Block Group 1, Census Tract 446, Virginia Beach city, Virginia",1990,0,1990,790,1944,51,810,044600,1
662,"Block Group 4, Census Tract 446, Virginia Beach city, Virginia",1453,44,1263,711,1379,51,810,044600,4
663,"Block Group 3, Census Tract 446, Virginia Beach city, Virginia",646,0,646,307,631,51,810,044600,3
664,"Block Group 4, Census Tract 1007.01, Chesterfield County, Virginia",902,493,409,413,826,51,041,100701,4
665,"Block Group 1, Census Tract 1008.05, Chesterfield County, Virginia",890,68,480,380,840,51,041,100805,1
666,"Block Group 2, Census Tract 3005, Fairfax city, Virginia",1224,0,966,460,1195,51,600,300500,2
667,"Block Group 3, Census Tract 3005, Fairfax city, Virginia",1446,173,964,544,1183,51,600,300500,3
668,"Block Group 1, Census Tract 3005, Fairfax city, Virginia",897,0,662,292,897,51,600,300500,1
669,"Block Group 1, Census Tract 3004, Fairfax city, Virginia",1582,72,1198,501,1353,51,600,300400,1
670,"Block Group 2, Census Tract 3004, Fairfax city, Virginia",745,22,614,289,745,51,600,300400,2
671,"Block Group 3, Census Tract 3004, Fairfax city, Virginia",1805,187,1196,682,1673,51,600,300400,3
672,"Block Group 3, Census Tract 32, Waynesboro city, Virginia",666,182,484,357,650,51,820,003200,3
673,"Block Group 4, Census Tract 32, Waynesboro city, Virginia",867,0,852,387,728,51,820,003200,4
674,"Block Group 2, Census Tract 32, Waynesboro city, Virginia",2306,311,1788,744,1971,51,820,003200,2
675,"Block Group 1, Census Tract 32, Waynesboro city, Virginia",1663,433,1191,601,1089,51,820,003200,1
676,"Block Group 3, Census Tract 34, Waynesboro city, Virginia",975,51,857,454,614,51,820,003400,3
677,"Block Group 2, Census Tract 34, Waynesboro city, Virginia",1776,198,1477,657,1599,51,820,003400,2
678,"Block Group 3, Census Tract 35, Waynesboro city, Virginia",1096,18,1046,459,976,51,820,003500,3
679,"Block Group 4, Census Tract 35, Waynesboro city, Virginia",1397,182,1197,526,1232,51,820,003500,4
680,"Block Group 2, Census Tract 35, Waynesboro city, Virginia",1187,37,1150,526,1104,51,820,003500,2
681,"Block Group 1, Census Tract 33, Waynesboro city, Virginia",677,99,535,396,661,51,820,003300,1
682,"Block Group 3, Census Tract 33, Waynesboro city, Virginia",1645,694,924,659,1543,51,820,003300,3
683,"Block Group 2, Census Tract 33, Waynesboro city, Virginia",1379,339,915,558,1185,51,820,003300,2
684,"Block Group 2, Census Tract 1008.05, Chesterfield County, Virginia",3385,1774,1014,1119,3198,51,041,100805,2
685,"Block Group 3, Census Tract 1008.16, Chesterfield County, Virginia",931,152,720,325,904,51,041,100816,3
686,"Block Group 1, Census Tract 1008.16, Chesterfield County, Virginia",1209,54,1059,512,1111,51,041,100816,1
687,"Block Group 2, Census Tract 1009.07, Chesterfield County, Virginia",1080,186,796,427,897,51,041,100907,2
688,"Block Group 2, Census Tract 13, Norfolk city, Virginia",2213,1182,798,815,2096,51,710,001300,2
689,"Block Group 1, Census Tract 17, Norfolk city, Virginia",1032,333,600,544,959,51,710,001700,1
690,"Block Group 1, Census Tract 65.01, Norfolk city, Virginia",1119,232,711,591,1057,51,710,006501,1
691,"Block Group 2, Census Tract 38, Norfolk city, Virginia",1509,154,1328,620,1322,51,710,003800,2
692,"Block Group 1, Census Tract 49, Norfolk city, Virginia",4109,468,3249,2555,3631,51,710,004900,1
693,"Block Group 1, Census Tract 51, Norfolk city, Virginia",815,673,0,293,792,51,710,005100,1
694,"Block Group 3, Census Tract 57.01, Norfolk city, Virginia",790,310,155,445,733,51,710,005701,3
695,"Block Group 2, Census Tract 57.01, Norfolk city, Virginia",1858,878,392,481,1838,51,710,005701,2
696,"Block Group 2, Census Tract 4151, Fairfax County, Virginia",1338,146,887,442,1213,51,059,415100,2
697,"Block Group 1, Census Tract 4151, Fairfax County, Virginia",1371,0,1363,484,1371,51,059,415100,1
698,"Block Group 2, Census Tract 4153, Fairfax County, Virginia",1821,363,1163,660,1684,51,059,415300,2
699,"Block Group 1, Census Tract 4153, Fairfax County, Virginia",924,58,375,269,889,51,059,415300,1
700,"Block Group 4, Census Tract 710.01, Richmond city, Virginia",824,614,150,352,745,51,760,071001,4
701,"Block Group 2, Census Tract 710.01, Richmond city, Virginia",1773,1292,255,687,1541,51,760,071001,2
702,"Block Group 3, Census Tract 602, Richmond city, Virginia",433,334,83,165,427,51,760,060200,3
703,"Block Group 1, Census Tract 602, Richmond city, Virginia",1370,1018,262,365,1063,51,760,060200,1
704,"Block Group 2, Census Tract 107, Richmond city, Virginia",1125,750,323,361,1093,51,760,010700,2
705,"Block Group 2, Census Tract 708.01, Richmond city, Virginia",1774,1031,678,592,1602,51,760,070801,2
706,"Block Group 1, Census Tract 708.01, Richmond city, Virginia",2128,1552,209,790,2021,51,760,070801,1
707,"Block Group 4, Census Tract 708.01, Richmond city, Virginia",2838,1983,712,868,2720,51,760,070801,4
708,"Block Group 2, Census Tract 108, Richmond city, Virginia",1794,1679,79,740,1470,51,760,010800,2
709,"Block Group 1, Census Tract 108, Richmond city, Virginia",1858,1563,154,624,1539,51,760,010800,1
710,"Block Group 2, Census Tract 110, Richmond city, Virginia",756,419,190,263,692,51,760,011000,2
711,"Block Group 3, Census Tract 110, Richmond city, Virginia",977,662,211,319,942,51,760,011000,3
712,"Block Group 2, Census Tract 202, Richmond city, Virginia",2297,2126,54,681,1820,51,760,020200,2
713,"Block Group 3, Census Tract 102.02, Stafford County, Virginia",2385,134,1964,708,2368,51,179,010202,3
714,"Block Group 1, Census Tract 106.02, Hampton city, Virginia",1006,735,228,426,879,51,650,010602,1
715,"Block Group 2, Census Tract 107.02, Hampton city, Virginia",1678,576,765,686,1531,51,650,010702,2
716,"Block Group 1, Census Tract 107.03, Hampton city, Virginia",1128,171,777,373,1053,51,650,010703,1
717,"Block Group 3, Census Tract 107.03, Hampton city, Virginia",545,72,430,214,532,51,650,010703,3
718,"Block Group 3, Census Tract 110, Hampton city, Virginia",3156,1591,1208,1062,2996,51,650,011000,3
719,"Block Group 1, Census Tract 6001, Charles City County, Virginia",1618,434,1026,697,1510,51,036,600100,1
720,"Block Group 1, Census Tract 6003, Charles City County, Virginia",870,614,201,415,690,51,036,600300,1
721,"Block Group 1, Census Tract 306.02, Bedford County, Virginia",1349,0,1349,591,1054,51,019,030602,1
722,"Block Group 3, Census Tract 306.02, Bedford County, Virginia",663,12,651,264,411,51,019,030602,3
723,"Block Group 2, Census Tract 302.01, Bedford County, Virginia",2232,86,2128,949,2098,51,019,030201,2
724,"Block Group 1, Census Tract 301.01, Bedford County, Virginia",4395,180,4141,1562,4345,51,019,030101,1
725,"Block Group 2, Census Tract 301.01, Bedford County, Virginia",1360,88,1272,572,1256,51,019,030101,2
726,"Block Group 1, Census Tract 303, Bedford County, Virginia",1829,80,1681,770,1597,51,019,030300,1
727,"Block Group 2, Census Tract 303, Bedford County, Virginia",2010,189,1742,785,1726,51,019,030300,2
728,"Block Group 3, Census Tract 304.02, Bedford County, Virginia",1131,254,831,322,920,51,019,030402,3
729,"Block Group 1, Census Tract 304.02, Bedford County, Virginia",1019,0,849,536,908,51,019,030402,1
730,"Block Group 4, Census Tract 304.02, Bedford County, Virginia",1595,284,1303,582,1413,51,019,030402,4
731,"Block Group 1, Census Tract 304.01, Bedford County, Virginia",992,8,970,420,857,51,019,030401,1
732,"Block Group 3, Census Tract 304.01, Bedford County, Virginia",825,184,602,356,657,51,019,030401,3
733,"Block Group 2, Census Tract 454.14, Virginia Beach city, Virginia",764,53,669,244,764,51,810,045414,2
734,"Block Group 1, Census Tract 2130.02, Portsmouth city, Virginia",763,0,763,272,732,51,740,213002,1
735,"Block Group 1, Census Tract 2104, Portsmouth city, Virginia",1202,336,806,642,1079,51,740,210400,1
736,"Block Group 3, Census Tract 2131.01, Portsmouth city, Virginia",1822,925,708,704,1730,51,740,213101,3
737,"Block Group 2, Census Tract 436, Virginia Beach city, Virginia",960,0,926,409,960,51,810,043600,2
738,"Block Group 1, Census Tract 436, Virginia Beach city, Virginia",851,4,834,453,794,51,810,043600,1
739,"Block Group 3, Census Tract 454.17, Virginia Beach city, Virginia",953,0,933,343,941,51,810,045417,3
740,"Block Group 1, Census Tract 454.17, Virginia Beach city, Virginia",2074,36,1850,617,2040,51,810,045417,1
741,"Block Group 4, Census Tract 454.17, Virginia Beach city, Virginia",3833,429,3022,1338,3759,51,810,045417,4
742,"Block Group 2, Census Tract 454.17, Virginia Beach city, Virginia",2237,44,1747,772,2081,51,810,045417,2
743,"Block Group 1, Census Tract 458.05, Virginia Beach city, Virginia",1332,113,998,487,1293,51,810,045805,1
744,"Block Group 2, Census Tract 458.09, Virginia Beach city, Virginia",687,107,401,283,579,51,810,045809,2
745,"Block Group 3, Census Tract 458.09, Virginia Beach city, Virginia",2746,891,1079,1120,2729,51,810,045809,3
746,"Block Group 1, Census Tract 458.09, Virginia Beach city, Virginia",1035,361,456,319,1035,51,810,045809,1
747,"Block Group 4, Census Tract 460.05, Virginia Beach city, Virginia",1508,549,909,700,1350,51,810,046005,4
748,"Block Group 1, Census Tract 460.05, Virginia Beach city, Virginia",2556,579,1486,1043,2541,51,810,046005,1
749,"Block Group 3, Census Tract 460.05, Virginia Beach city, Virginia",3020,1381,1216,1194,2923,51,810,046005,3
750,"Block Group 2, Census Tract 460.05, Virginia Beach city, Virginia",1308,0,1196,616,1140,51,810,046005,2
751,"Block Group 2, Census Tract 4408, Fairfax County, Virginia",1267,0,789,366,1256,51,059,440800,2
752,"Block Group 3, Census Tract 4408, Fairfax County, Virginia",1837,38,1315,601,1786,51,059,440800,3
753,"Block Group 1, Census Tract 4502, Fairfax County, Virginia",2662,477,1312,742,2571,51,059,450200,1
754,"Block Group 2, Census Tract 4502, Fairfax County, Virginia",1746,31,1130,600,1687,51,059,450200,2
755,"Block Group 1, Census Tract 4505, Fairfax County, Virginia",1168,8,835,319,1156,51,059,450500,1
756,"Block Group 2, Census Tract 4505, Fairfax County, Virginia",1769,17,881,557,1712,51,059,450500,2
757,"Block Group 1, Census Tract 4606, Fairfax County, Virginia",1615,54,1119,542,1609,51,059,460600,1
758,"Block Group 2, Census Tract 4617, Fairfax County, Virginia",2387,98,979,759,2387,51,059,461700,2
759,"Block Group 1, Census Tract 4701, Fairfax County, Virginia",664,0,514,241,664,51,059,470100,1
760,"Block Group 2, Census Tract 4701, Fairfax County, Virginia",1896,23,1385,617,1891,51,059,470100,2
761,"Block Group 2, Census Tract 2004.11, Henrico County, Virginia",2364,943,1256,1174,2317,51,087,200411,2
762,"Block Group 1, Census Tract 2004.11, Henrico County, Virginia",1828,653,791,841,1754,51,087,200411,1
763,"Block Group 2, Census Tract 2011.01, Henrico County, Virginia",1448,1418,22,621,1409,51,087,201101,2
764,"Block Group 3, Census Tract 2011.01, Henrico County, Virginia",1963,1291,344,893,1819,51,087,201101,3
765,"Block Group 1, Census Tract 2011.02, Henrico County, Virginia",1528,942,455,496,1340,51,087,201102,1
766,"Block Group 3, Census Tract 9501, Louisa County, Virginia",1165,49,901,458,1086,51,109,950100,3
767,"Block Group 4, Census Tract 9501, Louisa County, Virginia",1402,425,891,564,1308,51,109,950100,4
768,"Block Group 3, Census Tract 9503, Louisa County, Virginia",3586,221,3160,1311,3464,51,109,950300,3
769,"Block Group 1, Census Tract 9503, Louisa County, Virginia",3649,490,3063,1259,3542,51,109,950300,1
770,"Block Group 3, Census Tract 9505, Louisa County, Virginia",1390,222,1141,610,1327,51,109,950500,3
771,"Block Group 1, Census Tract 9504, Louisa County, Virginia",1482,402,955,576,1286,51,109,950400,1
772,"Block Group 2, Census Tract 9504, Louisa County, Virginia",1712,452,1037,599,1549,51,109,950400,2
773,"Block Group 2, Census Tract 9514, Mathews County, Virginia",1104,0,1100,547,1020,51,115,951400,2
774,"Block Group 2, Census Tract 9513, Mathews County, Virginia",1648,59,1462,623,1578,51,115,951300,2
775,"Block Group 2, Census Tract 9509, Middlesex County, Virginia",784,156,628,326,750,51,119,950900,2
776,"Block Group 1, Census Tract 9509, Middlesex County, Virginia",1032,154,713,390,969,51,119,950900,1
777,"Block Group 2, Census Tract 208, Franklin County, Virginia",866,153,699,401,753,51,067,020800,2
778,"Block Group 4, Census Tract 208, Franklin County, Virginia",1084,261,797,437,729,51,067,020800,4
779,"Block Group 3, Census Tract 208, Franklin County, Virginia",1459,174,1259,607,1193,51,067,020800,3
780,"Block Group 3, Census Tract 205, Franklin County, Virginia",1525,106,1419,624,1366,51,067,020500,3
781,"Block Group 1, Census Tract 205, Franklin County, Virginia",1861,0,1840,820,1489,51,067,020500,1
782,"Block Group 1, Census Tract 202, Franklin County, Virginia",1582,70,1477,562,1502,51,067,020200,1
783,"Block Group 3, Census Tract 202, Franklin County, Virginia",2284,239,1630,913,1793,51,067,020200,3
784,"Block Group 3, Census Tract 2012.02, Alexandria city, Virginia",947,87,689,366,936,51,510,201202,3
785,"Block Group 1, Census Tract 2012.02, Alexandria city, Virginia",705,42,626,306,681,51,510,201202,1
786,"Block Group 2, Census Tract 2012.02, Alexandria city, Virginia",1741,223,1345,804,1708,51,510,201202,2
787,"Block Group 2, Census Tract 404.02, Virginia Beach city, Virginia",1990,1485,340,895,1975,51,810,040402,2
788,"Block Group 4, Census Tract 404.02, Virginia Beach city, Virginia",1265,883,294,394,1067,51,810,040402,4
789,"Block Group 2, Census Tract 8113, Petersburg city, Virginia",689,390,287,321,551,51,730,811300,2
790,"Block Group 1, Census Tract 8113, Petersburg city, Virginia",797,641,100,572,534,51,730,811300,1
791,"Block Group 4, Census Tract 9012.19, Prince William County, Virginia",692,41,633,262,692,51,153,901219,4
792,"Block Group 2, Census Tract 803, Carroll County, Virginia",2215,0,2198,879,1636,51,035,080300,2
793,"Block Group 1, Census Tract 803, Carroll County, Virginia",1382,96,1286,565,1217,51,035,080300,1
794,"Block Group 3, Census Tract 803, Carroll County, Virginia",847,0,847,329,543,51,035,080300,3
795,"Block Group 2, Census Tract 806.02, Carroll County, Virginia",1723,33,1605,734,1502,51,035,080602,2
796,"Block Group 3, Census Tract 806.02, Carroll County, Virginia",1302,0,1273,503,1210,51,035,080602,3
797,"Block Group 1, Census Tract 806.02, Carroll County, Virginia",1498,24,1460,656,1273,51,035,080602,1
798,"Block Group 2, Census Tract 806.01, Carroll County, Virginia",1265,0,1256,473,1180,51,035,080601,2
799,"Block Group 1, Census Tract 806.01, Carroll County, Virginia",634,0,628,387,424,51,035,080601,1
800,"Block Group 2, Census Tract 4302.01, Fairfax County, Virginia",2244,147,1410,671,2244,51,059,430201,2
801,"Block Group 1, Census Tract 4302.01, Fairfax County, Virginia",2552,0,1974,734,2545,51,059,430201,1
802,"Block Group 3, Census Tract 4922.02, Fairfax County, Virginia",1934,194,1331,608,1934,51,059,492202,3
803,"Block Group 2, Census Tract 4922.02, Fairfax County, Virginia",2965,123,2221,865,2965,51,059,492202,2
804,"Block Group 1, Census Tract 4922.02, Fairfax County, Virginia",1576,42,1343,641,1553,51,059,492202,1
805,"Block Group 3, Census Tract 4811.04, Fairfax County, Virginia",544,49,148,275,544,51,059,481104,3
806,"Block Group 2, Census Tract 4811.04, Fairfax County, Virginia",1052,203,317,390,1052,51,059,481104,2
807,"Block Group 2, Census Tract 4811.03, Fairfax County, Virginia",1817,713,614,599,1726,51,059,481103,2
808,"Block Group 1, Census Tract 4322.02, Fairfax County, Virginia",2887,81,2072,943,2878,51,059,432202,1
809,"Block Group 2, Census Tract 4322.02, Fairfax County, Virginia",1862,66,1338,633,1723,51,059,432202,2
810,"Block Group 2, Census Tract 4714.02, Fairfax County, Virginia",1358,136,891,485,1322,51,059,471402,2
811,"Block Group 1, Census Tract 4714.02, Fairfax County, Virginia",1983,283,1269,666,1954,51,059,471402,1
812,"Block Group 4, Census Tract 9003, Prince William County, Virginia",1373,265,831,674,1373,51,153,900300,4
813,"Block Group 3, Census Tract 9012.08, Prince William County, Virginia",1133,43,950,347,1103,51,153,901208,3
814,"Block Group 3, Census Tract 106.02, Henry County, Virginia",1291,135,1050,483,1080,51,089,010602,3
815,"Block Group 1, Census Tract 106.01, Henry County, Virginia",1004,159,845,548,819,51,089,010601,1
816,"Block Group 1, Census Tract 322.23, Newport News city, Virginia",1452,844,488,540,1441,51,700,032223,1
817,"Block Group 2, Census Tract 322.24, Newport News city, Virginia",1650,944,567,571,1335,51,700,032224,2
818,"Block Group 4, Census Tract 322.24, Newport News city, Virginia",2812,1135,1519,1122,2689,51,700,032224,4
819,"Block Group 1, Census Tract 322.24, Newport News city, Virginia",1476,528,936,510,1454,51,700,032224,1
820,"Block Group 3, Census Tract 321.32, Newport News city, Virginia",2049,447,1073,934,2030,51,700,032132,3
821,"Block Group 1, Census Tract 321.32, Newport News city, Virginia",1076,292,617,436,1058,51,700,032132,1
822,"Block Group 4, Census Tract 321.32, Newport News city, Virginia",829,308,386,533,768,51,700,032132,4
823,"Block Group 3, Census Tract 321.31, Newport News city, Virginia",1297,824,284,513,1288,51,700,032131,3
824,"Block Group 1, Census Tract 321.31, Newport News city, Virginia",681,340,223,289,669,51,700,032131,1
825,"Block Group 4, Census Tract 321.31, Newport News city, Virginia",1325,256,833,477,1308,51,700,032131,4
826,"Block Group 2, Census Tract 8503.02, Prince George County, Virginia",2617,709,1548,856,2369,51,149,850302,2
827,"Block Group 2, Census Tract 201.01, Franklin County, Virginia",1203,0,1170,641,1107,51,067,020101,2
828,"Block Group 3, Census Tract 201.01, Franklin County, Virginia",1760,0,1755,852,1732,51,067,020101,3
829,"Block Group 3, Census Tract 14, Lynchburg city, Virginia",2243,249,1634,0,0,51,680,001400,3
830,"Block Group 2, Census Tract 4324.02, Fairfax County, Virginia",1781,86,1437,536,1768,51,059,432402,2
831,"Block Group 3, Census Tract 4324.02, Fairfax County, Virginia",1532,53,1152,527,1532,51,059,432402,3
832,"Block Group 2, Census Tract 4905.02, Fairfax County, Virginia",1548,56,988,458,1548,51,059,490502,2
833,"Block Group 4, Census Tract 4825.01, Fairfax County, Virginia",1779,83,977,447,1779,51,059,482501,4
834,"Block Group 2, Census Tract 4811.05, Fairfax County, Virginia",2203,0,935,643,2203,51,059,481105,2
835,"Block Group 3, Census Tract 4811.05, Fairfax County, Virginia",1437,43,803,463,1431,51,059,481105,3
836,"Block Group 3, Census Tract 508.02, Frederick County, Virginia",3383,0,3339,1044,2968,51,069,050802,3
837,"Block Group 4, Census Tract 508.02, Frederick County, Virginia",1701,93,1550,705,1668,51,069,050802,4
838,"Block Group 2, Census Tract 508.03, Frederick County, Virginia",2769,0,2701,1235,2641,51,069,050803,2
839,"Block Group 1, Census Tract 508.03, Frederick County, Virginia",4197,52,3611,1201,4197,51,069,050803,1
840,"Block Group 1, Census Tract 508.01, Frederick County, Virginia",3377,187,2813,1197,3145,51,069,050801,1
841,"Block Group 1, Census Tract 105.02, Salem city, Virginia",1242,26,1196,471,1133,51,775,010502,1
842,"Block Group 3, Census Tract 105.02, Salem city, Virginia",1241,18,1203,507,1210,51,775,010502,3
843,"Block Group 1, Census Tract 105.01, Salem city, Virginia",612,34,506,369,481,51,775,010501,1
844,"Block Group 3, Census Tract 105.01, Salem city, Virginia",1246,11,1201,461,1232,51,775,010501,3
845,"Block Group 2, Census Tract 1033, Arlington County, Virginia",1284,210,718,769,1276,51,013,103300,2
846,"Block Group 1, Census Tract 1016.01, Arlington County, Virginia",935,19,774,376,935,51,013,101601,1
847,"Block Group 2, Census Tract 1016.01, Arlington County, Virginia",539,0,393,279,532,51,013,101601,2
848,"Block Group 3, Census Tract 1016.03, Arlington County, Virginia",971,27,767,629,956,51,013,101603,3
849,"Block Group 2, Census Tract 1016.03, Arlington County, Virginia",2172,144,1491,1204,2172,51,013,101603,2
850,"Block Group 1, Census Tract 1016.03, Arlington County, Virginia",796,46,566,510,796,51,013,101603,1
851,"Block Group 1, Census Tract 1014.01, Arlington County, Virginia",1454,150,968,797,1433,51,013,101401,1
852,"Block Group 4, Census Tract 711, Richmond city, Virginia",1763,428,934,763,1739,51,760,071100,4
853,"Block Group 3, Census Tract 2004.07, Henrico County, Virginia",1089,29,846,493,1023,51,087,200407,3
854,"Block Group 3, Census Tract 2001.26, Henrico County, Virginia",1153,340,349,720,1114,51,087,200126,3
855,"Block Group 2, Census Tract 9201, Bath County, Virginia",1269,28,1207,547,1061,51,017,920100,2
856,"Block Group 4, Census Tract 9201, Bath County, Virginia",996,45,873,345,773,51,017,920100,4
857,"Block Group 4, Census Tract 2001.12, Henrico County, Virginia",1195,7,1086,716,899,51,087,200112,4
858,"Block Group 5, Census Tract 9301, Amelia County, Virginia",1454,113,1236,553,1283,51,007,930100,5
859,"Block Group 3, Census Tract 9301, Amelia County, Virginia",1098,247,851,456,909,51,007,930100,3
860,"Block Group 1, Census Tract 9301, Amelia County, Virginia",1484,203,1281,536,1335,51,007,930100,1
861,"Block Group 2, Census Tract 4612.01, Fairfax County, Virginia",1762,79,1353,588,1742,51,059,461201,2
862,"Block Group 3, Census Tract 4612.01, Fairfax County, Virginia",917,102,633,270,917,51,059,461201,3
863,"Block Group 3, Census Tract 4316, Fairfax County, Virginia",1844,232,1152,478,1844,51,059,431600,3
864,"Block Group 2, Census Tract 446, Virginia Beach city, Virginia",1534,211,1232,547,1015,51,810,044600,2
865,"Block Group 1, Census Tract 454.05, Virginia Beach city, Virginia",665,365,240,299,658,51,810,045405,1
866,"Block Group 3, Census Tract 454.05, Virginia Beach city, Virginia",840,97,591,330,834,51,810,045405,3
867,"Block Group 2, Census Tract 454.05, Virginia Beach city, Virginia",1547,623,666,494,1529,51,810,045405,2
868,"Block Group 4, Census Tract 454.05, Virginia Beach city, Virginia",1049,415,405,406,1036,51,810,045405,4
869,"Block Group 5, Census Tract 454.05, Virginia Beach city, Virginia",560,282,225,180,560,51,810,045405,5
870,"Block Group 1, Census Tract 454.12, Virginia Beach city, Virginia",1494,26,1449,611,1480,51,810,045412,1
871,"Block Group 2, Census Tract 454.20, Virginia Beach city, Virginia",1081,10,950,425,1081,51,810,045420,2
872,"Block Group 1, Census Tract 454.20, Virginia Beach city, Virginia",2513,34,2135,958,2513,51,810,045420,1
873,"Block Group 3, Census Tract 454.20, Virginia Beach city, Virginia",1957,12,1663,594,1957,51,810,045420,3
874,"Block Group 3, Census Tract 458.06, Virginia Beach city, Virginia",1183,669,245,442,1175,51,810,045806,3
875,"Block Group 1, Census Tract 2001.02, Alexandria city, Virginia",818,135,445,221,818,51,510,200102,1
876,"Block Group 4, Census Tract 2001.03, Alexandria city, Virginia",1089,506,407,586,999,51,510,200103,4
877,"Block Group 2, Census Tract 2001.03, Alexandria city, Virginia",2985,1804,209,894,2804,51,510,200103,2
878,"Block Group 1, Census Tract 2001.03, Alexandria city, Virginia",1381,226,912,507,1353,51,510,200103,1
879,"Block Group 2, Census Tract 2012.03, Alexandria city, Virginia",480,147,21,150,480,51,510,201203,2
880,"Block Group 1, Census Tract 2012.03, Alexandria city, Virginia",2839,210,1548,869,2542,51,510,201203,1
881,"Block Group 1, Census Tract 2012.04, Alexandria city, Virginia",1463,363,841,667,1299,51,510,201204,1
882,"Block Group 2, Census Tract 2018.01, Alexandria city, Virginia",5174,805,3586,2584,5144,51,510,201801,2
883,"Block Group 3, Census Tract 2018.01, Alexandria city, Virginia",1092,94,880,773,1092,51,510,201801,3
884,"Block Group 4, Census Tract 2018.01, Alexandria city, Virginia",1608,351,1118,1129,1461,51,510,201801,4
885,"Block Group 1, Census Tract 2015, Alexandria city, Virginia",1552,107,1445,431,1272,51,510,201500,1
886,"Block Group 3, Census Tract 2015, Alexandria city, Virginia",1407,0,1214,595,1353,51,510,201500,3
887,"Block Group 1, Census Tract 2016, Alexandria city, Virginia",1456,358,1003,667,1421,51,510,201600,1
888,"Block Group 2, Census Tract 426, Virginia Beach city, Virginia",1757,559,1014,703,1716,51,810,042600,2
889,"Block Group 2, Census Tract 1001, Gloucester County, Virginia",2655,549,2097,857,2596,51,073,100100,2
890,"Block Group 5, Census Tract 216.01, Chesapeake city, Virginia",1720,52,1481,649,1692,51,550,021601,5
891,"Block Group 1, Census Tract 216.01, Chesapeake city, Virginia",2682,828,1503,803,2598,51,550,021601,1
